id	orgName	QID	dbl_id
dbl_024_org_0	Dartmouth Black Lives	Q114647391	
dbl_024_org_1	Tuckahoe High School	Q7851026	
dbl_024_org_2	Dartmouth College	Q49116	
dbl_024_org_3	Dartmouth College	Q49116	
dbl_024_org_4	Dartmouth College	Q49116	
dbl_024_org_5	Dartmouth College	Q49116	
dbl_024_org_6	Dartmouth College	Q49116	
dbl_024_org_7	Dartmouth College	Q49116	
dbl_024_org_8	Dartmouth College	Q49116	
dbl_024_org_9	Dartmouth College	Q49116	
dbl_024_org_10	Dartmouth College	Q49116	
dbl_024_org_11	Dartmouth College	Q49116	
dbl_024_org_12	Dartmouth College	Q49116	
dbl_024_org_13	Dartmouth College	Q49116	
dbl_024_org_14	Dartmouth College	Q49116	
dbl_024_org_15	Dartmouth College	Q49116	
dbl_024_org_16	A Better Chance	Q25469497	
dbl_024_org_17	Dartmouth College	Q49116	
dbl_024_org_18	Summit Bancorp	Q7637774	
dbl_024_org_19	Dartmouth College	Q49116	
dbl_024_org_20	Dartmouth College	Q49116	
dbl_024_org_21	Dartmouth College	Q49116	
dbl_024_org_22	Kappa Kappa Gamma	Q1728686	
dbl_024_org_23	Sigma Nu	Q3483553	
dbl_024_org_24	Choate		
dbl_024_org_25	Greek life	Q5602015	
dbl_024_org_26	Dartmouth College	Q49116	
dbl_024_org_27	Dartmouth College	Q49116	
dbl_024_org_28	Reserve Officers' Training Corps	Q489983	
dbl_024_org_29	Dartmouth College	Q49116	
dbl_024_org_30	Afro-American Society	Q114879775	
dbl_024_org_31	Afro-American Society	Q114879775	
dbl_024_org_32	Afro-American Society	Q114879775	
dbl_024_org_33	Black Alumni of Dartmouth Association	Q117514486	
dbl_024_org_34	Dartmouth College	Q49116	
dbl_024_org_35	DCNY Executive Committee	Q118593887	
dbl_024_org_36	Black Alumni of Dartmouth Association	Q117514486	
dbl_024_org_37	Dartmouth College	Q49116	
dbl_024_org_38	Afro-American Society	Q114879775	
dbl_024_org_39	Afro-American Society	Q114879775	
dbl_024_org_40	Sigma Nu	Q3483553	
dbl_024_org_41	Afro-American Society	Q114879775	
dbl_024_org_42	Afro-American Society	Q114879775	
dbl_024_org_43	Dartmouth College	Q49116	
dbl_024_org_44	Dartmouth College	Q49116	
dbl_024_org_45	Dartmouth College	Q49116	
dbl_024_org_46	Dartmouth College	Q49116	
dbl_024_org_47	Prudential Financial	Q2114414	
dbl_024_org_48	Dartmouth College	Q49116	
dbl_024_org_49	Prudential Financial	Q2114414	
dbl_024_org_50	Dartmouth College	Q49116	
dbl_024_org_51	Citibank	Q857063	
dbl_024_org_52	Chase Bank	Q524629	
dbl_024_org_53	Dartmouth College	Q49116	
dbl_024_org_54	Dartmouth College	Q49116	
dbl_024_org_55	Dartmouth College	Q49116	
dbl_024_org_56	Chase Bank	Q524629	
dbl_024_org_57	Chase Bank	Q524629	
dbl_024_org_58	Chase Bank	Q524629	
dbl_024_org_59	Chase Bank	Q524629	
dbl_024_org_60	Federal Reserve Bank	Q4481787	
dbl_024_org_61	Chase Bank	Q524629	
dbl_024_org_62	Federal Reserve Bank	Q4481787	
dbl_024_org_63	Federal Reserve Bank	Q4481787	
dbl_024_org_64	EmblemHealth	Q5370057	
dbl_024_org_65	Goldman Sachs & Co. (US)	Q193326	
dbl_024_org_66	Goldman Sachs & Co. (US)	Q193326	
dbl_024_org_67	Prudential Financial	Q2114414	
dbl_024_org_68	Equitable Holdings	Q4655171	
dbl_024_org_69	Palais Equitable	Q873416	
dbl_024_org_70	Prudential Financial	Q2114414	
dbl_024_org_71	Dartmouth College	Q49116	
dbl_024_org_72	Dartmouth College	Q49116	
dbl_024_org_73	Dartmouth College	Q49116	
dbl_024_org_74	Dartmouth College	Q49116	
dbl_024_org_75	Dartmouth College Class of 1976	Q115010988	
dbl_024_org_76	DCNY Executive Committee	Q118593887	
dbl_024_org_77	Afro-American Society	Q114879775	
dbl_024_org_78	Dartmouth College	Q49116	
dbl_024_org_79	Dartmouth College	Q49116	
dbl_024_org_80	Dartmouth College	Q49116	
dbl_024_org_81	Dartmouth College	Q49116	
dbl_024_org_82	Dartmouth Alumni Council	Q114879368	
dbl_024_org_83	Dartmouth College	Q49116	
dbl_024_org_84	Dartmouth Alumni Council	Q114879368	
dbl_024_org_85	DCNY Executive Committee	Q118593887	
dbl_024_org_86	DCNY Executive Committee	Q118593887	
dbl_024_org_87	DCNY Executive Committee	Q118593887	
dbl_024_org_88	Yale Club	Q8047362	
dbl_024_org_89	Black Alumni of Dartmouth Association	Q117514486	
dbl_024_org_90	Dartmouth College	Q49116	
dbl_024_org_91	Black Alumni of Dartmouth Association	Q117514486	
dbl_024_org_92	Dartmouth College	Q49116	
dbl_024_org_93	Freemasonry	Q41726	
dbl_024_org_94	The Salvation Army	Q188307	
dbl_024_org_95	Dartmouth College	Q49116	
