id	placeName	QID	dbl_id	Coordinate Location
dbl_025_place_0	Hanover	Q131908		43.7,-72.28333333333333
dbl_025_place_1	Brooklyn	Q18419		40.692777777778,-73.990277777778
dbl_025_place_2	Harlem	Q189074		40.809033333333,-73.948372222222
dbl_025_place_3	Bedford–Stuyvesant	Q1156982		40.683333333333,-73.941111111111
dbl_025_place_4	Bedford–Stuyvesant	Q1156982		40.683333333333,-73.941111111111
dbl_025_place_5	Brooklyn	Q18419		40.692777777778,-73.990277777778
dbl_025_place_7	Bedford–Stuyvesant	Q1156982		40.683333333333,-73.941111111111
dbl_025_place_8	Manhattan	Q11299		40.728333333333,-73.994166666667
dbl_025_place_9	Bedford–Stuyvesant	Q1156982		40.683333333333,-73.941111111111
dbl_025_place_10	Cumberland Avenue	Q5193836		40.685456,-73.972282
dbl_025_place_11	Brooklyn	Q18419		40.692777777778,-73.990277777778
dbl_025_place_12	Nostrand Avenue	Q7061983		40.6412,-73.9485
dbl_025_place_13	Washington, D.C.	Q61		38.895,-77.036666666667
dbl_025_place_15	Brooklyn	Q18419		40.692777777778,-73.990277777778
dbl_025_place_16	West Indies	Q669037		21.98333333,-79.03333333
dbl_025_place_17	Harlem	Q189074		40.809033333333,-73.948372222222
dbl_025_place_18	Bedford–Stuyvesant	Q1156982		40.683333333333,-73.941111111111
dbl_025_place_19	Harlem	Q189074		40.809033333333,-73.948372222222
dbl_025_place_20	Brooklyn	Q18419		40.692777777778,-73.990277777778
dbl_025_place_21	Manhattan	Q11299		40.728333333333,-73.994166666667
dbl_025_place_22	West Village	Q1191048		40.7358,-74.0036
dbl_025_place_23	The Bronx	Q18426		40.84676,-73.873207
dbl_025_place_24	Brooklyn	Q18419		40.692777777778,-73.990277777778
dbl_025_place_25	Harlem	Q189074		40.809033333333,-73.948372222222
dbl_025_place_26	Harlem	Q189074		40.809033333333,-73.948372222222
dbl_025_place_27	Harlem	Q189074		40.809033333333,-73.948372222222
dbl_025_place_28	Bedford–Stuyvesant	Q1156982		40.683333333333,-73.941111111111
dbl_025_place_29	Brooklyn	Q18419		40.692777777778,-73.990277777778
dbl_025_place_30	Hudson River	Q3140		44.1067,-73.9358
dbl_025_place_31	Queens	Q18424		40.704166666667,-73.917777777778
dbl_025_place_32	Canada	Q16		56,-109
dbl_025_place_33	East India	Q1151572		23.25,86
dbl_025_place_34	Dartmouth Hall	Q105669850		43.70376,-72.28706
dbl_025_place_35	New Hampshire Hall	Q101537382		43.70252,-72.28664
dbl_025_place_36	Bushwick	Q2288728		40.694166666667,-73.918611111111
dbl_025_place_37	Sudan	Q1049		15,32
dbl_025_place_38	New England	Q18389		44.205555555556,-70.306425
dbl_025_place_40	St. John's University	Q1138374		40.721944,-73.795556
dbl_025_place_41	New Hampshire Hall	Q101537382		43.70252,-72.28664
dbl_025_place_42	Topliff Hall	Q105076922		43.702657,-72.286084
dbl_025_place_43	New Hampshire Hall	Q101537382		43.70252,-72.28664
dbl_025_place_44	New Hampshire Hall	Q101537382		43.70252,-72.28664
dbl_025_place_45	New Hampshire Hall	Q101537382		43.70252,-72.28664
dbl_025_place_46	New Hampshire Hall	Q101537382		43.70252,-72.28664
dbl_025_place_47	New Hampshire Hall	Q101537382		43.70252,-72.28664
dbl_025_place_48	New York City	Q60		40.7,-74
dbl_025_place_49	Africa	Q15		21.09375,7.1881
dbl_025_place_50	Europe	Q46		48.690959,9.14062
dbl_025_place_51	Africa	Q15		21.09375,7.1881
dbl_025_place_52	Europe	Q46		48.690959,9.14062
dbl_025_place_53	Africa	Q15		21.09375,7.1881
dbl_025_place_54	Dartmouth College Dick's House	Q104906179		43.70877,-72.28693
dbl_025_place_55	Dartmouth College Dick's House	Q104906179		43.70877,-72.28693
dbl_025_place_56	Africa	Q15		21.09375,7.1881
dbl_025_place_57	Europe	Q46		48.690959,9.14062
dbl_025_place_58	Maine	Q724		45.5,-69
dbl_025_place_59	Hinman Mail Center	Q117840943		43.70166666666667,-72.28861111111111
