id	persName	QID	dbl_id
dbl_027_person_0	Tamonie Brown	Q115041559	
dbl_027_person_1	Michael Lewis	Q117843612	
dbl_027_person_2	Michael Lewis	Q117843612	
dbl_027_person_3	Michael Lewis	Q117843612	
dbl_027_person_4	Allen Foley	Q117843670	
dbl_027_person_5	Allen Foley	Q117843670	
dbl_027_person_6	Blythe Danner	Q40064	
dbl_027_person_7	Gwyneth Paltrow	Q34460	
dbl_027_person_8	Stan Roman	Q117843796	
dbl_027_person_9	Stan Roman	Q117843796	
dbl_027_person_10	Stan Roman	Q117843796	
dbl_027_person_11	Drew		
dbl_027_person_12	Martin Luther King Jr.	Q8027	
