id	orgName	QID	dbl_id
dbl_004_org_131	Nel's lunch program	Q114998091	
dbl_004_org_132	Dartmouth College	Q49116	
dbl_004_org_133	Nel's lunch program	Q114998091	
dbl_004_org_134	Dartmouth College	Q49116	
dbl_004_org_135	Council for Advancement and Support of Education	Q5176268	
dbl_004_org_136	Council for Advancement and Support of Education	Q5176268	
dbl_004_org_137	Nel's lunch program	Q114998091	
dbl_004_org_138	Council for Advancement and Support of Education	Q5176268	
dbl_004_org_139	Council for Advancement and Support of Education	Q5176268	
dbl_004_org_140	Dartmouth College	Q49116	
dbl_004_org_141	Dartmouth College	Q49116	
dbl_004_org_142	Nel's lunch program	Q114998091	
dbl_004_org_143	Dartmouth College	Q49116	
dbl_004_org_144	Dartmouth College	Q49116	
dbl_004_org_145	Dartmouth College	Q49116	
dbl_004_org_146	Dartmouth College	Q49116	
dbl_004_org_147	Dartmouth College Class of 1964	Q114992229	
dbl_004_org_148	counseling office at Dartmouth College	Q114998131	
dbl_004_org_149	Dartmouth College	Q49116	
dbl_004_org_150	Dartmouth College	Q49116	
dbl_004_org_151	Dartmouth College	Q49116	
dbl_004_org_152	Dartmouth College	Q49116	
dbl_004_org_153	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_154	Dartmouth College	Q49116	
dbl_004_org_155	Dartmouth College	Q49116	
dbl_004_org_156	Nel's lunch program	Q114998091	
dbl_004_org_157	Dartmouth Alumni Fund	Q115010886	
dbl_004_org_158	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_159	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_160	University of Pennsylvania	Q49117	
dbl_004_org_161	Ivy League	Q49113	
dbl_004_org_162	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_163	Dartmouth College	Q49116	
dbl_004_org_164	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_165	Dartmouth Alumni Fund	Q115010886	
dbl_004_org_166	Dartmouth College	Q49116	
dbl_004_org_167	Dartmouth Alumni Fund	Q115010886	
dbl_004_org_168	Dartmouth Alumni Fund	Q115010886	
dbl_004_org_169	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_170	Dartmouth College	Q49116	
dbl_004_org_171	Afro-American Society at Dartmouth College	Q114879775	
dbl_004_org_172	Native Americans at Dartmouth	Q115010949	
dbl_004_org_173	Dartmouth College	Q49116	
dbl_004_org_174	Dartmouth College	Q49116	
dbl_004_org_175	Dartmouth College	Q49116	
dbl_004_org_176	Dartmouth College	Q49116	
dbl_004_org_177	Dartmouth College	Q49116	
dbl_004_org_178	Dartmouth College	Q49116	
dbl_004_org_179	Black Alumni of Dartmouth Association	Q115010917	
dbl_004_org_180	Black Alumni of Dartmouth Association	Q115010917	
dbl_004_org_181	Dartmouth College	Q49116	
dbl_004_org_182	Dartmouth College Class of 1971	Q114992181	
dbl_004_org_183	Dartmouth College Class of 1971	Q114992181	
dbl_004_org_184	Dartmouth College Class of 1972	Q114992245	
dbl_004_org_185	Dartmouth College Class of 1948	Q115010962	
dbl_004_org_186	Dartmouth College	Q49116	
dbl_004_org_187	Dartmouth College	Q49116	
dbl_004_org_188	Dartmouth College	Q49116	
dbl_004_org_189	Black Alumni of Dartmouth Association	Q115010917	
dbl_004_org_190	Black Alumni of Dartmouth Association	Q115010917	
dbl_004_org_191	Dartmouth College	Q49116	
dbl_004_org_192	Dartmouth College	Q49116	
dbl_004_org_193	Dartmouth College	Q49116	
dbl_004_org_194	Dartmouth College	Q49116	
dbl_004_org_195	Dartmouth College	Q49116	
dbl_004_org_196	Dartmouth College	Q49116	
dbl_004_org_197	Dartmouth College	Q49116	
dbl_004_org_198	Dartmouth College	Q49116	
dbl_004_org_199	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_200	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_201	Case Western Reserve University	Q1047060	
dbl_004_org_202	Case Western Reserve University	Q1047060	
dbl_004_org_203	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_204	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_205	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_206	Dartmouth College	Q49116	
dbl_004_org_207	Dartmouth College	Q49116	
dbl_004_org_208	Black Alumni of Dartmouth Association	Q115010917	
dbl_004_org_209	Black Alumni of Dartmouth Association	Q115010917	
dbl_004_org_210	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_211	Black Alumni of Dartmouth Association	Q115010917	
dbl_004_org_212	Black Alumni of Dartmouth Association	Q115010917	
dbl_004_org_213	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_214	president's office	Q31106895	
dbl_004_org_215	Dartmouth College	Q49116	
dbl_004_org_216	Dartmouth College	Q49116	
dbl_004_org_217	Dartmouth College	Q49116	
dbl_004_org_218	Dartmouth College	Q49116	
dbl_004_org_219	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_220	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_221	Dartmouth College Class of 1973	Q114992257	
dbl_004_org_222	Dartmouth College Class of 1974	Q114992266	
dbl_004_org_223	Dartmouth College Class of 1975	Q114992271	
dbl_004_org_224	Dartmouth College Class of 1976	Q115010988	
dbl_004_org_225	Harvard Business School	Q49126	
dbl_004_org_226	Dartmouth College	Q49116	
dbl_004_org_227	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_228	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_229	University of St Andrews	Q216273	
dbl_004_org_230	University of St Andrews	Q216273	
dbl_004_org_231	Dartmouth College	Q49116	
dbl_004_org_232	Dartmouth College	Q49116	
dbl_004_org_233	Dartmouth College	Q49116	
dbl_004_org_234	Dartmouth College	Q49116	
dbl_004_org_235	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_236	Dartmouth Club of the Piedmont	Q115011292	
dbl_004_org_237	Dartmouth College	Q49116	
dbl_004_org_238	Dartmouth College	Q49116	
dbl_004_org_239	Dartmouth College	Q49116	
dbl_004_org_240	Dartmouth College	Q49116	
dbl_004_org_241	Dartmouth College	Q49116	
dbl_004_org_242	Dartmouth College	Q49116	
dbl_004_org_243	Dartmouth College	Q49116	
dbl_004_org_244	Dartmouth College	Q49116	
dbl_004_org_245	Dartmouth College Class of 1968	Q114998007	
dbl_004_org_246	Dartmouth College	Q49116	
dbl_004_org_247	Dartmouth Alumni Relations	Q114879823	
dbl_004_org_248	The Dartmouth	Q7729068	
