id	orgName	QID	dbl_id
dbl_013_org_0	Dartmouth College	Q49116	
dbl_013_org_1	Dartmouth College Class of 1978	Q116569914	
dbl_013_org_2	Dartmouth College	Q49116	
dbl_013_org_3	Dartmouth Black Lives	Q114647391	
dbl_013_org_4	Dartmouth College Class of 1955	Q116570314	
dbl_013_org_5	Dartmouth College	Q49116	
dbl_013_org_6	Stanford University	Q41506	
dbl_013_org_7	Department of Education	Q116551405	
dbl_013_org_8	Dartmouth College	Q49116	
dbl_013_org_9	Dartmouth College	Q49116	
dbl_013_org_10	Dartmouth College	Q49116	
dbl_013_org_11	Dartmouth College	Q49116	
dbl_013_org_12	Dartmouth College	Q49116	
dbl_013_org_13	Brown University	Q49114	
dbl_013_org_14	Dartmouth College	Q49116	
dbl_013_org_15	Brown University	Q49114	
dbl_013_org_16	Brown University	Q49114	
dbl_013_org_17	Dartmouth College	Q49116	
dbl_013_org_18	Dartmouth College	Q49116	
dbl_013_org_19	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_20	Dartmouth College	Q49116	
dbl_013_org_21	Dartmouth College	Q49116	
dbl_013_org_22	Dartmouth College	Q49116	
dbl_013_org_23	Dartmouth College	Q49116	
dbl_013_org_24	Dartmouth College	Q49116	
dbl_013_org_25	Dartmouth College	Q49116	
dbl_013_org_26	Dartmouth College Class of 2007	Q116570653	
dbl_013_org_27	Dartmouth College	Q49116	
dbl_013_org_29	Dartmouth College Class of 2007	Q116570653	
dbl_013_org_30	Dartmouth College Class of 2007	Q116570653	
dbl_013_org_31	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_32	Dartmouth College	Q49116	
dbl_013_org_33	Dartmouth College	Q49116	
dbl_013_org_34	Dartmouth College Class of 1978	Q116569914	
dbl_013_org_35	Dartmouth College Class of 1978	Q116569914	
dbl_013_org_36	Dartmouth College	Q49116	
dbl_013_org_37	Afro-American Society at Dartmouth College	Q114879775	
dbl_013_org_38	Afro-American Society at Dartmouth College	Q114879775	
dbl_013_org_39	Afro-American Society at Dartmouth College	Q114879775	
dbl_013_org_40	Afro-American Society at Dartmouth College	Q114879775	
