id	orgName	QID	dbl_id
dbl_013_org_41	Afro-American Society at Dartmouth College	Q114879775	
dbl_013_org_42	Dartmouth College Class of 1976	Q115010988	
dbl_013_org_43	Dartmouth College Class of 2014	Q116570946	
dbl_013_org_44	Dartmouth College	Q49116	
dbl_013_org_45	Alpha Phi Alpha	Q2839513	
dbl_013_org_46	Dartmouth College	Q49116	
dbl_013_org_47	Afro-American Society at Dartmouth College	Q114879775	
dbl_013_org_48	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_50	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_51	Dartmouth College	Q49116	
dbl_013_org_52	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_53	Black Praxis	Q115027533	
dbl_013_org_54	Afro-American Society at Dartmouth College	Q114879775	
dbl_013_org_55	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_56	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_57	Dartmouth College Class of 1978	Q116569914	
dbl_013_org_58	Dartmouth College Department of English	Q108871738	
dbl_013_org_59	Dartmouth College	Q49116	
dbl_013_org_60	Dartmouth College	Q49116	
dbl_013_org_61	Dartmouth College	Q49116	
dbl_013_org_62	Dartmouth College	Q49116	
dbl_013_org_63	Dartmouth College	Q49116	
dbl_013_org_64	Columbia University	Q49088	
dbl_013_org_65	Cornell University	Q49115	
dbl_013_org_66	Dartmouth College	Q49116	
dbl_013_org_67	Afro-American Society at Dartmouth College	Q114879775	
dbl_013_org_68	The Dartmouth	Q7729068	
dbl_013_org_69	Dartmouth College Class of 1976	Q115010988	
dbl_013_org_70	Dartmouth College	Q49116	
dbl_013_org_71	Dartmouth College Class of 1978	Q116569914	
dbl_013_org_72	General Electric	Q54173	
dbl_013_org_73	Touch the Black Breast Cancer Alliance	Q116552747	
dbl_013_org_74	Dartmouth College	Q49116	
dbl_013_org_75	Emory University	Q621043	
dbl_013_org_76	University of Michigan	Q230492	
dbl_013_org_77	Dartmouth College Class of 1991	Q116571068	
dbl_013_org_78	The Triple Negative Breast Cancer Foundation	Q7770259	
dbl_013_org_79	Barack Obama presidential campaign, 2012	Q4858123	
dbl_013_org_80	University of Georgia	Q761534	
dbl_013_org_82	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_83	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_84	When We Trail	Q116553865	
dbl_013_org_85	YouTube	Q866	
dbl_013_org_86	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_87	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_88	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_89	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_90	Dartmouth College	Q49116	
dbl_013_org_91	Dartmouth College	Q49116	
dbl_013_org_92	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_93	Dartmouth College	Q49116	
dbl_013_org_94	Dartmouth College Class of 1957	Q116571185	
dbl_013_org_95	Dartmouth College Class of 1957	Q116571185	
dbl_013_org_96	Dartmouth College Class of 1957	Q116571185	
dbl_013_org_97	Dartmouth College Class of 1972	Q116571393	
dbl_013_org_98	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_99	Dartmouth College	Q49116	
dbl_013_org_100	The Coca-Cola Company	Q3295867	
dbl_013_org_101	Dartmouth College	Q49116	
dbl_013_org_102	Dartmouth College Class of 2020	Q116571831	
dbl_013_org_103	Dartmouth College Class of 2020	Q116571831	
dbl_013_org_104	Instagram	Q209330	
dbl_013_org_105	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_106	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_107	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_108	Dartmouth College Class of 1985	Q116572036	
dbl_013_org_109	Dartmouth College Class of 1982	Q116572182	
dbl_013_org_110	Dartmouth College	Q49116	
dbl_013_org_111	Dartmouth College	Q49116	
dbl_013_org_112	Black Alumni of Dartmouth Association	Q116551499	
dbl_013_org_113	Dartmouth College Class of 1978	Q116569914	
dbl_013_org_114	University of Wisconsin–Madison	Q838330	
dbl_013_org_115	University of Wisconsin–Madison	Q838330	
dbl_013_org_116	University of Wisconsin–Madison	Q838330	
dbl_013_org_117	Dartmouth College	Q49116	
dbl_013_org_118	Dartmouth College	Q49116	
dbl_013_org_119	Dartmouth College Class of 1992	Q116572325	
dbl_013_org_120	Dartmouth College	Q49116	
dbl_013_org_121	Dartmouth College	Q49116	
dbl_013_org_122	Dartmouth College	Q49116	
dbl_013_org_123	Reserve Officers' Training Corps	Q489983	
dbl_013_org_124	Tufts University	Q49120	
dbl_013_org_125	Tufts University	Q49120	
dbl_013_org_126	Tufts University	Q49120	
dbl_013_org_127	Tufts University	Q49120	
dbl_013_org_128	Dartmouth College	Q49116	
dbl_013_org_129	Dartmouth College	Q49116	
dbl_013_org_130	Dartmouth College	Q49116	
dbl_013_org_131	Dartmouth College	Q49116	
dbl_013_org_132	Dartmouth College	Q49116	
dbl_013_org_133	Dartmouth College Class of 1978	Q116569914	
