id	orgName	QID	dbl_id
dbl_016_org_0	Dartmouth Black Lives	Q114647391	
dbl_016_org_1	Dartmouth College	Q49116	
dbl_016_org_2	Dartmouth College	Q49116	
dbl_016_org_3	Dartmouth College	Q49116	
dbl_016_org_4	Morgan Park High School	Q6911807	
dbl_016_org_5	Dartmouth College	Q49116	
dbl_016_org_6	Dartmouth College	Q49116	
dbl_016_org_7	Brown University	Q49114	
dbl_016_org_8	Ivy League	Q49113	
dbl_016_org_9	Dartmouth College	Q49116	
dbl_016_org_10	Brown University	Q49114	
dbl_016_org_11	Dartmouth College	Q49116	
dbl_016_org_12	Stanford University	Q41506	
dbl_016_org_13	Dartmouth College	Q49116	
dbl_016_org_14	Dartmouth College	Q49116	
dbl_016_org_15	Dartmouth College Class of 1967	Q117841578	
dbl_016_org_16	Dartmouth College Class of 1967	Q117841578	
dbl_016_org_17	Howard University	Q1068752	
dbl_016_org_18	Howard University School of Law	Q5921126	
dbl_016_org_19	Dartmouth College	Q49116	
dbl_016_org_20	A Better Chance	Q25469497	
dbl_016_org_21	Dartmouth College Class of 1969	Q116869112	
dbl_016_org_22	Dartmouth College	Q49116	
dbl_016_org_23	Dartmouth College	Q49116	
dbl_016_org_24	Dartmouth College	Q49116	
dbl_016_org_25	Dartmouth College	Q49116	
dbl_016_org_26	Colby–Sawyer College	Q5142055	
dbl_016_org_27	Dartmouth College	Q49116	
dbl_016_org_28	Dartmouth College	Q49116	
dbl_016_org_29	Dartmouth College	Q49116	
dbl_016_org_30	Dartmouth College	Q49116	
dbl_016_org_31	Dartmouth College	Q49116	
dbl_016_org_32	Afro-American Society	Q114879775	
dbl_016_org_33	Dartmouth College	Q49116	
dbl_016_org_34	Dartmouth College	Q49116	
dbl_016_org_35	Dartmouth College	Q49116	
dbl_016_org_36	Afro-American Society	Q114879775	
dbl_016_org_37	Afro-American Society	Q114879775	
dbl_016_org_38	Afro-American Society	Q114879775	
dbl_016_org_39	Afro-American Society	Q114879775	
dbl_016_org_40	Dartmouth College	Q49116	
dbl_016_org_41	Yale University	Q49112	
dbl_016_org_42	Dartmouth College	Q49116	
dbl_016_org_43	Dartmouth College Newman Club	Q117841588	
dbl_016_org_44	Dartmouth College	Q49116	
dbl_016_org_45	Dartmouth College	Q49116	
dbl_016_org_46	Aquinas House	Q104889608	
dbl_016_org_47	Dartmouth College Newman Club	Q117841588	
dbl_016_org_48	Dartmouth College Newman Club	Q117841588	
dbl_016_org_49	Aquinas House	Q104889608	
dbl_016_org_50	Afro-American Society	Q114879775	
dbl_016_org_51	Dartmouth College Class of 1969	Q116869112	
dbl_016_org_52	Dartmouth College Class of 1970	Q116869093	
dbl_016_org_53	Dartmouth College Newman Club	Q117841588	
dbl_016_org_54	Afro-American Society	Q114879775	
dbl_016_org_55	Roxbury		
dbl_016_org_56	Yale University	Q49112	
dbl_016_org_57	The Cooperative Program for Educational Opportunity	Q117774924	
dbl_016_org_58	The Cooperative Program for Educational Opportunity	Q117774924	
dbl_016_org_59	Ivy League	Q49113	
dbl_016_org_60	Seven Sisters	Q1886223	
dbl_016_org_61	Stanford University	Q41506	
dbl_016_org_62	Overlanders		
dbl_016_org_63	University of Washington	Q219563	
dbl_016_org_64	The Cooperative Program for Educational Opportunity	Q117774924	
dbl_016_org_65	The Cooperative Program for Educational Opportunity	Q117774924	
dbl_016_org_66	Yale University	Q49112	
dbl_016_org_67	Yale University	Q49112	
dbl_016_org_68	University of Chicago	Q131252	
dbl_016_org_69	University of Chicago	Q131252	
dbl_016_org_70	The Cooperative Program for Educational Opportunity	Q117774924	
dbl_016_org_71	Dartmouth College	Q49116	
dbl_016_org_72	The Cooperative Program for Educational Opportunity	Q117774924	
dbl_016_org_73	University of Chicago	Q131252	
dbl_016_org_74	Afro-American Society	Q114879775	
dbl_016_org_75	Afro-American Society	Q114879775	
dbl_016_org_76	Afro-American Society	Q114879775	
dbl_016_org_77	University of Alabama	Q492318	
dbl_016_org_78	University of Alabama	Q492318	
dbl_016_org_79	University of Alabama	Q492318	
dbl_016_org_80	Dartmouth Student Government	Q117841599	
dbl_016_org_81	Dartmouth College	Q49116	
dbl_016_org_82	Dartmouth College	Q49116	
dbl_016_org_83	Ivy League	Q49113	
dbl_016_org_84	Dartmouth College Class of 1978	Q117841601	
dbl_016_org_85	Dartmouth College	Q49116	
dbl_016_org_86	Baker Library	Q115184517	
dbl_016_org_87	Baker Library	Q115184517	
dbl_016_org_88	The New York Times	Q9684	
dbl_016_org_89	Chicago Tribune	Q47596	
dbl_016_org_90	Los Angeles Times	Q188515	
dbl_016_org_91	Dartmouth College	Q49116	
dbl_016_org_92	Dartmouth College	Q49116	
dbl_016_org_93	Dartmouth College Class of 1969	Q116869112	
dbl_016_org_94	William Jewett Tucker Foundation	Q105660312	
dbl_016_org_95	DePaul University	Q1179603	
dbl_016_org_96	Dartmouth College	Q49116	
dbl_016_org_97	Dartmouth College	Q49116	
dbl_016_org_98	Dartmouth College	Q49116	
dbl_016_org_99	Amos Tuck	Q474324	
dbl_016_org_100	William Jewett Tucker Foundation	Q105660312	
dbl_016_org_101	William Jewett Tucker Foundation	Q105660312	
dbl_016_org_102	Dartmouth College	Q49116	
dbl_016_org_103	William Jewett Tucker Foundation	Q105660312	
dbl_016_org_104	William Jewett Tucker Foundation	Q105660312	
dbl_016_org_105	William Jewett Tucker Foundation	Q105660312	
dbl_016_org_106	A Better Chance	Q25469497	
dbl_016_org_107	A Better Chance	Q25469497	
dbl_016_org_108	A Better Chance	Q25469497	
dbl_016_org_109	A Better Chance	Q25469497	
dbl_016_org_110	Hanover High School	Q5649387	
dbl_016_org_111	A Better Chance	Q25469497	
dbl_016_org_112	A Better Chance	Q25469497	
dbl_016_org_113	A Better Chance	Q25469497	
dbl_016_org_114	A Better Chance	Q25469497	
dbl_016_org_115	Dartmouth College	Q49116	
dbl_016_org_116	Dartmouth College	Q49116	
dbl_016_org_117	Dartmouth College	Q49116	
dbl_016_org_118	Tuck School of Business	Q1263832	
dbl_016_org_119	Dartmouth College	Q49116	
dbl_016_org_120	Tuck School of Business	Q1263832	
dbl_016_org_121	Tuck School of Business	Q1263832	
dbl_016_org_122	Tuck School of Business	Q1263832	
dbl_016_org_123	Champion USA	Q2948688	
dbl_016_org_124	Dartmouth College	Q49116	
dbl_016_org_125	American Red Cross	Q470110	
dbl_016_org_126	American Red Cross	Q470110	
dbl_016_org_127	BMO Harris Bank	Q4835981	
dbl_016_org_128	First Chicago Bank	Q5452612	
dbl_016_org_129	JPMorgan Chase	Q192314	
dbl_016_org_130	BMO Harris Bank	Q4835981	
dbl_016_org_131	Klynveld Peat Marwick Mitchell & Co	Q117841612	
dbl_016_org_132	KPMG	Q493751	
dbl_016_org_133	Dartmouth College	Q49116	
dbl_016_org_134	Dartmouth College	Q49116	
dbl_016_org_135	Watergate Hotel	Q109349448	
dbl_016_org_136	Democratic National Committee	Q1185863	
dbl_016_org_137	KPMG	Q493751	
dbl_016_org_138	BorgWarner	Q825943	
dbl_016_org_139	Schwinn Bicycle Company	Q73053	
dbl_016_org_140	Schwinn Bicycle Company	Q73053	
dbl_016_org_141	the Criminal Justice System		
dbl_016_org_142	Smith Bachelor		
dbl_016_org_143	KPMG	Q493751	
dbl_016_org_144	First Chicago Bank	Q5452612	
dbl_016_org_145	First Chicago Bank	Q5452612	
dbl_016_org_146	First Chicago Bank	Q5452612	
dbl_016_org_147	Dartmouth College	Q49116	
dbl_016_org_148	Federal Communications Commission	Q128831	
dbl_016_org_149	WLTH	Q7952493	
dbl_016_org_150	Federal Communications Commission	Q128831	
dbl_016_org_151	Federal Communications Commission	Q128831	
dbl_016_org_152	Federal Communications Commission	Q128831	
dbl_016_org_153	Federal Communications Commission	Q128831	
dbl_016_org_154	Federal Communications Commission	Q128831	
dbl_016_org_155	WLTH	Q7952493	
dbl_016_org_156	Federal Communications Commission	Q128831	
dbl_016_org_157	Federal Communications Commission	Q128831	
dbl_016_org_158	WLTH	Q7952493	
dbl_016_org_159	WLTH	Q7952493	
dbl_016_org_160	WLTH	Q7952493	
dbl_016_org_161	Federal Communications Commission	Q128831	
dbl_016_org_162	Federal Communications Commission	Q128831	
dbl_016_org_163	WLTH	Q7952493	
dbl_016_org_164	The National Association of Black Owned Broadcasters	Q117841624	
dbl_016_org_165	The Wall Street Journal	Q164746	
dbl_016_org_166	WYLD	Q7958066	
dbl_016_org_167	WYLD	Q7958066	
dbl_016_org_168	WLTH	Q7952493	
dbl_016_org_169	CBS	Q43380	
dbl_016_org_170	A Better Chance	Q25469497	
dbl_016_org_171	WLTH	Q7952493	
dbl_016_org_172	WLTH	Q7952493	
dbl_016_org_173	Seaway Bank	Q117841628	
dbl_016_org_174	Dartmouth College	Q49116	
dbl_016_org_175	Dartmouth College	Q49116	
dbl_016_org_176	Black Alumni of Dartmouth Association	Q117514486	
dbl_016_org_177	Dartmouth College	Q49116	
dbl_016_org_178	Dartmouth College	Q49116	
dbl_016_org_179	Dartmouth College	Q49116	
dbl_016_org_180	Dartmouth College	Q49116	
dbl_016_org_181	Dartmouth College	Q49116	
dbl_016_org_182	Tuck School of Business	Q1263832	
dbl_016_org_183	Dartmouth College	Q49116	
dbl_016_org_184	Dartmouth College	Q49116	
dbl_016_org_185	Dartmouth College	Q49116	
dbl_016_org_186	Dartmouth College	Q49116	
dbl_016_org_187	Dartmouth College	Q49116	
dbl_016_org_188	Savannah Sand Gnats	Q3950978	
dbl_016_org_189	Dartmouth College	Q49116	
dbl_016_org_190	Dartmouth College	Q49116	
dbl_016_org_191	Dartmouth College	Q49116	
dbl_016_org_192	Dartmouth College	Q49116	
dbl_016_org_193	KIT		
dbl_016_org_194	Dartmouth College	Q49116	
dbl_016_org_195	Dartmouth College	Q49116	
dbl_016_org_196	Dartmouth College	Q49116	
