id	placeName	QID	dbl_id	coordinate location
dbl_008_place_0	Baker Memorial Library	Q4849183		43.705,-72.289166666667
dbl_008_place_1	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dbl_008_place_2	Hanover	Q131908		43.7,-72.28333333333333
dbl_008_place_3	New Jersey	Q1408		40,-74.5
dbl_008_place_4	Pennsylvania	Q1400		41,-77.5
dbl_008_place_5	New Jersey	Q1408		40,-74.5
dbl_008_place_6	Pennsylvania	Q1400		41,-77.5
dbl_008_place_7	New Jersey	Q1408		40,-74.5
dbl_008_place_8	Pennsylvania	Q1400		41,-77.5
dbl_008_place_9	Delaware	Q1393		39,-75.5
dbl_008_place_10	Delaware	Q1393		39,-75.5
dbl_008_place_11	Pennsylvania	Q1400		41,-77.5
dbl_008_place_12	Delaware	Q1393		39,-75.5
dbl_008_place_13	Delaware	Q1393		39,-75.5
dbl_008_place_14	Delaware	Q1393		39,-75.5
dbl_008_place_15	Philadelphia	Q1345		39.952777777778,-75.163611111111
dbl_008_place_16	Philadelphia	Q1345		39.952777777778,-75.163611111111
dbl_008_place_17	United States of America	Q30		39.828175,-98.5795
dbl_008_place_18	Boston	Q100		42.360277777777775,-71.05777777777777
dbl_008_place_19	Hanover	Q131908		43.7,-72.28333333333333
dbl_008_place_20	New Hampshire	Q759		44,-71.5
dbl_008_place_21	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_008_place_22	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_008_place_23	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_008_place_24	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_008_place_25	Baker Memorial Library	Q4849183		43.705,-72.289166666667
dbl_008_place_26	Baker Memorial Library	Q4849183		43.705,-72.289166666667
dbl_008_place_27	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_008_place_28	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_008_place_29	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_008_place_30	Occom Pond	Q102220750		43.71127,-72.28796
dbl_008_place_31	New Hampshire	Q759		44,-71.5
dbl_008_place_32	Africa	Q15		21.09375,7.1881
dbl_008_place_33	Sierra Leone	Q1044		8.5,-12.1
dbl_008_place_34	Jersey City	Q26339		40.71,-74.06
dbl_008_place_35	Washington, D.C.	Q61		38.895,-77.036666666667
dbl_008_place_36	Washington, D.C.	Q61		38.895,-77.036666666667
dbl_008_place_37	Washington, D.C.	Q61		38.895,-77.036666666667
dbl_008_place_38	United States of America	Q30		39.828175,-98.5795
dbl_008_place_39	Maryland	Q1391		39,-76.7
dbl_008_place_40	Uganda	Q1036		1.28,32.39
dbl_008_place_41	Africa	Q15		21.09375,7.1881
dbl_008_place_42	Baker Memorial Library	Q4849183		43.705,-72.289166666667
dbl_008_place_43	Africa	Q15		21.09375,7.1881
dbl_008_place_44	Japan	Q17		35,136
dbl_008_place_45	Japan	Q17		35,136
dbl_008_place_46	Japan	Q17		35,136
dbl_008_place_47	Japan	Q17		35,136
