id	persName	QID	dbl_id
dbl_010_person_0	Anne Johnakin	Q115042321	
dbl_010_person_1	Ronald Talley	Q114648278	
dbl_010_person_2	Ronald Talley	Q114648278	
dbl_010_person_3	Mamie Talley	Q115184928	
dbl_010_person_4	Robert Talley	Q115184989	
dbl_010_person_5	Emmett Till	Q506878	
dbl_010_person_6	Jay Stepelman	Q115200908	
dbl_010_person_7	Jay Stepelman	Q115200908	
dbl_010_person_8	Jay Stepelman	Q115200908	
dbl_010_person_9	Jay Stepelman	Q115200908	
dbl_010_person_10	Jay Stepelman	Q115200908	
dbl_010_person_11	Jay Stepelman	Q115200908	
dbl_010_person_13	Jay Stepelman	Q115200908	
dbl_010_person_14	John George Kemeny	Q28900	
dbl_010_person_15	Jay Stepelman	Q115200908	
dbl_010_person_16	Jay Stepelman	Q115200908	
dbl_010_person_17	Jay Stepelman	Q115200908	
dbl_010_person_18	José Ortega y Gasset	Q153020	
dbl_010_person_20	Byron Rushing	Q5004461	
dbl_010_person_21	Bill Walsh	Q115200944	
dbl_010_person_22	Bill Walsh	Q115200944	
dbl_010_person_23	Bill Walsh	Q115200944	
dbl_010_person_24	Bill Walsh	Q115200944	
dbl_010_person_25	Bill Walsh	Q115200944	
dbl_010_person_26	Bill Walsh	Q115200944	
dbl_010_person_27	George Wallace	Q313776	
dbl_010_person_28	William Shockley	Q163415	
dbl_010_person_29	William Shockley	Q163415	
dbl_010_person_30	George Wallace	Q313776	
dbl_010_person_31	William Shockley	Q163415	
dbl_010_person_32	George Wallace	Q313776	
dbl_010_person_33	William Shockley	Q163415	
dbl_010_person_34	Ivan Pavlov	Q42985	
dbl_010_person_35	Leonard M. Rieser	Q6525528	
dbl_010_person_36	Bill Walsh	Q115200944	
dbl_010_person_37	John George Kemeny	Q28900	
dbl_010_person_38	John George Kemeny	Q28900	
dbl_010_person_39	John George Kemeny	Q28900	
dbl_010_person_40	Robert Grayson McGuire	Q115200981	
dbl_010_person_41	Robert Grayson McGuire	Q115200981	
dbl_010_person_42	Robert Grayson McGuire	Q115200981	
dbl_010_person_43	Robert Grayson McGuire	Q115200981	
dbl_010_person_44	Robert Grayson McGuire	Q115200981	
dbl_010_person_45	Robert Grayson McGuire	Q115200981	
dbl_010_person_46	Bob Northern	Q2907783	
dbl_010_person_47	Bob Northern	Q2907783	
dbl_010_person_48	Bob Northern	Q2907783	
dbl_010_person_50	Ronald Talley	Q114648278	
dbl_010_person_51	Leonard M. Rieser	Q6525528	
