id	name	QID	dbl_id	start time	end time	point in time
dbl_011_event_0	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dbl_011_event_1	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dbl_011_event_2	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dbl_011_event_3	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dbl_011_event_4	Foundation Years					
dbl_011_event_5	Equal Rights Amendment	Q429923				1972-03-022T00:00:00Z
dbl_011_event_6	Title IX	Q3133007				1972-06-023T00:00:00Z
dbl_011_event_7	Title IX	Q3133007				1972-06-023T00:00:00Z
