id	orgName	QID	dbl_id
dbl_017_org_0	Latin American, Latino, and Caribbean House	Q116593758	
dbl_017_org_1	Dartmouth College	Q49116	
dbl_017_org_2	Dartmouth Black Lives	Q114647391	
dbl_017_org_3	Rockdale Temple	Q7355026	
dbl_017_org_4	Jet	Q3177768	
dbl_017_org_5	PBS	Q215616	
dbl_017_org_6	Living Arts Center	Q116593538	
dbl_017_org_7	Jefferson Township High School	Q6175691	
dbl_017_org_8	Alvin Ailey	Q449037	
dbl_017_org_9	Kentucky State University	Q1187623	
dbl_017_org_10	Kentucky State University	Q1187623	
dbl_017_org_11	Kentucky State University	Q1187623	
dbl_017_org_12	Dartmouth College	Q49116	
dbl_017_org_13	Dartmouth College	Q49116	
dbl_017_org_14	Wellesley College	Q49205	
dbl_017_org_15	Smith College	Q49204	
dbl_017_org_16	Radcliffe Institute for Advanced Study	Q7280030	
dbl_017_org_17	Dartmouth College	Q49116	
dbl_017_org_18	Dartmouth College	Q49116	
dbl_017_org_19	Dartmouth College	Q49116	
dbl_017_org_20	Dartmouth College	Q49116	
dbl_017_org_21	Dartmouth College	Q49116	
dbl_017_org_22	Dartmouth College	Q49116	
dbl_017_org_23	Bridge Program	Q118610714	
dbl_017_org_24	Bridge Program	Q118610714	
dbl_017_org_25	Bridge Program	Q118610714	
dbl_017_org_26	Bridge Program	Q118610714	
dbl_017_org_27	First-Year Summer Enrichment Program	Q116593447	
dbl_017_org_28	First-Year Summer Enrichment Program	Q116593447	
dbl_017_org_29	Dartmouth College	Q49116	
dbl_017_org_30	Dartmouth College	Q49116	
dbl_017_org_34	Bridge Program	Q118610714	
dbl_017_org_35	The Supreme Court	Q55025499	
dbl_017_org_36	Dartmouth College	Q49116	
dbl_017_org_37	PBS	Q215616	
dbl_017_org_38	Dartmouth College	Q49116	
dbl_017_org_39	Dartmouth College	Q49116	
dbl_017_org_40	Dartmouth College	Q49116	
dbl_017_org_41	Dartmouth College	Q49116	
dbl_017_org_42	Dartmouth College	Q49116	
dbl_017_org_43	United States Department of State	Q789915	
dbl_017_org_44	Dartmouth College	Q49116	
dbl_017_org_45	Peace Corps	Q458620	
dbl_017_org_46	El-Hajj Malik El-Shabazz Center	Q104931609	
dbl_017_org_47	Delta Sigma Theta	Q5254747	
dbl_017_org_48	Black Alumni of Dartmouth Association	Q117514486	
dbl_017_org_49	Afro-American Society	Q114879775	
dbl_017_org_50	Dartmouth College	Q49116	
dbl_017_org_51	Ivy League	Q49113	
dbl_017_org_52	Delta Sigma Theta	Q5254747	
dbl_017_org_53	El-Hajj Malik El-Shabazz Center	Q104931609	
dbl_017_org_54	Dartmouth College	Q49116	
dbl_017_org_55	Columbus College of Art and Design	Q5150026	
dbl_017_org_56	Columbus College of Art and Design	Q5150026	
