id	persName	QID	dbl_id
dbl_005_person_0	Agnes C. Ugoji	Q115042050	
dbl_005_person_1	William McCurine	Q114648071	
dbl_005_person_2	William McCurine	Q114648071	
dbl_005_person_3	William McCurine	Q114648071	
dbl_005_person_4	Agnes C. Ugoji	Q115042050	
dbl_005_person_5	William McCurine	Q114648071	
dbl_005_person_6	Dorothy Marie Jones	Q116431096	
dbl_005_person_7	Anna Jones	Q116419480	
dbl_005_person_8	Anna Jones	Q116419480	
dbl_005_person_9	Anna Jones	Q116419480	
dbl_005_person_10	Anna Jones	Q116419480	
dbl_005_person_11	Robert Patterson	Q116419558	
dbl_005_person_12	Anna Jones	Q116419480	
dbl_005_person_13	Anna Jones	Q116419480	
dbl_005_person_14	Anna Jones	Q116419480	
dbl_005_person_15	Anna Jones	Q116419480	
dbl_005_person_16	Dr. Donald H. Smith	Q116412955	
dbl_005_person_17	Jackie Robinson	Q221048	
dbl_005_person_18	Gwendolyn Brooks	Q270715	
dbl_005_person_19	Dr. Donald H. Smith	Q116412955	
dbl_005_person_20	Dr. Donald H. Smith	Q116412955	
dbl_005_person_21	Laurie McGranada	Q116419603	
dbl_005_person_22	William McCurine	Q114648071	
dbl_005_person_23	Laurie McGranada	Q116419603	
dbl_005_person_24	Francis Wayland Parker	Q1233437	
dbl_005_person_25	Anna Jones	Q116419480	
dbl_005_person_26	William McCurine	Q114648071	
dbl_005_person_27	Robert Patterson	Q116419558	
dbl_005_person_28	Thomas Mikula	Q116419756	
dbl_005_person_29	Charles Dey	Q116419642	
dbl_005_person_30	Charles Dey	Q116419642	
dbl_005_person_31	Thomas Mikula	Q116419756	
dbl_005_person_32	Charles Dey	Q116419642	
dbl_005_person_33	Thomas Mikula	Q116419756	
dbl_005_person_34	Charles Dey	Q116419642	
dbl_005_person_35	Thomas Mikula	Q116419756	
dbl_005_person_36	Elva Mikula	Q116419838	
dbl_005_person_37	Robert Patterson	Q116419558	
dbl_005_person_38	Professor Meyers		
dbl_005_person_39	Professor Meyers		
dbl_005_person_40	Dr. Meyers		
dbl_005_person_41	Peter Lewis	Q116420158	
dbl_005_person_42	Dana McCurine	Q116420188	
dbl_005_person_43	Dana McCurine	Q116420188	
dbl_005_person_44	Agnes C. Ugoji	Q115042050	
dbl_005_person_45	Dana McCurine	Q116420188	
dbl_005_person_46	Peter Lewis	Q116420158	
dbl_005_person_47	Chinua Achebe	Q155845	
dbl_005_person_48	Jean-Paul Sartre	Q9364	
dbl_005_person_49	Albert Camus	Q34670	
dbl_005_person_50	Peter Lewis	Q116420158	
dbl_005_person_51	Peter Lewis	Q116420158	
dbl_005_person_52	George Merrill	Q116420278	
dbl_005_person_53	George Merrill	Q116420278	
dbl_005_person_54	George Merrill	Q116420278	
dbl_005_person_55	Martin Luther King Jr.	Q8027	
dbl_005_person_56	Maulana Karenga	Q3056728	
dbl_005_person_57	James Baldwin	Q273210	
dbl_005_person_58	Amiri Baraka	Q354783	
dbl_005_person_59	Amiri Baraka	Q354783	
dbl_005_person_60	Malcolm X	Q43303	
dbl_005_person_61	Malcolm X	Q43303	
dbl_005_person_62	Ralph Ellison	Q299965	
dbl_005_person_63	Holland–Dozier–Holland	Q1262419	
dbl_005_person_64	Stevie Wonder	Q714	
dbl_005_person_65	Jim Fixx	Q973958	
dbl_005_person_66	James Brown	Q5950	
dbl_005_person_67	Zora Neale Hurston	Q220480	
dbl_005_person_68	Zora Neale Hurston	Q220480	
dbl_005_person_69	Zora Neale Hurston	Q220480	
dbl_005_person_70	Zora Neale Hurston	Q220480	
dbl_005_person_71	Martin Luther King Jr.	Q8027	
dbl_005_person_72	Martin Luther King Jr.	Q8027	
dbl_005_person_73	Martin Luther King Jr.	Q8027	
dbl_005_person_74	Martin Luther King Jr.	Q8027	
dbl_005_person_75	Malcolm X	Q43303	
dbl_005_person_76	Malcolm X	Q43303	
dbl_005_person_77	Malcolm X	Q43303	
dbl_005_person_78	J. Edgar Hoover	Q210435	
dbl_005_person_79	Malcolm X	Q43303	
dbl_005_person_80	Anna Jones	Q116419480	
dbl_005_person_81	Muhammad Ali	Q36107	
dbl_005_person_82	Charles Dey	Q116419642	
dbl_005_person_83	Alan Evans	Q116430958	
dbl_005_person_84	Henry Jordan	Q116430986	
dbl_005_person_85	Henry Crumpton	Q116431052	
dbl_005_person_86	Henry Crumpton	Q116431052	
dbl_005_person_87	Alan Evans	Q116430958	
dbl_005_person_88	Henry Jordan	Q116430986	
dbl_005_person_89	Henry Jordan	Q116430986	
dbl_005_person_90	Henry Jordan	Q116430986	
dbl_005_person_91	Henry Jordan	Q116430986	
dbl_005_person_92	Henry Jordan	Q116430986	
dbl_005_person_93	Henry Jordan	Q116430986	
dbl_005_person_94	Henry Jordan	Q116430986	
dbl_005_person_95	Henry Crumpton	Q116431052	
dbl_005_person_96	Henry Crumpton	Q116431052	
dbl_005_person_97	Alan Evans	Q116430958	
dbl_005_person_98	Henry Crumpton	Q116419810	
dbl_005_person_99	Alan Evans	Q116430958	
dbl_005_person_100	Alan Evans	Q116430958	
dbl_005_person_101	Henry Crumpton	Q116419810	
dbl_005_person_102	Alan Evans	Q116430958	
dbl_005_person_103	Alan Evans	Q116430958	
dbl_005_person_104	Alan Evans	Q116430958	
dbl_005_person_105	Henry Jordan	Q116430986	
dbl_005_person_106	John F. Kennedy	Q9696	
dbl_005_person_107	Anna Jones	Q116419480	
dbl_005_person_108	Richard A. Joseph	Q106145269	
dbl_005_person_109	Richard A. Joseph	Q106145269	
dbl_005_person_110	William McCurine	Q114648071	
