id	name	QID	dbl_id	start time	end time	point in time
dbl_018_event_0	Watergate scandal	Q42761		1972-06-17T00:00:00Z	1974-08-09T00:00:00Z	
dbl_018_event_1	Watergate scandal	Q42761		1972-06-17T00:00:00Z	1974-08-09T00:00:00Z	
