id	name	QID	dbl_id	start time	end time	point in time
dbl_008_event_0	Brown v. Board of Education	Q875738				1954-05-17T00:00:00Z
dbl_008_event_1	Brown v. Board of Education	Q875738				1954-05-17T00:00:00Z
