id	orgName	QID	dbl_id
dbl_011_org_109	legal defense fund	Q6517482	
dbl_011_org_110	Supreme Court of the United States	Q11201	
dbl_011_org_111	NAACP	Q502044	
dbl_011_org_112	Dartmouth College	Q49116	
dbl_011_org_113	Supreme Court of the United States	Q11201	
dbl_011_org_114	State Farm Insurance	Q2007336	
dbl_011_org_115	Dartmouth College	Q49116	
dbl_011_org_116	Dartmouth College	Q49116	
dbl_011_org_117	Title IX Office at Dartmouth College	Q116404796	
dbl_011_org_118	Dartmouth College	Q49116	
dbl_011_org_119	Xavier University	Q1849843	
dbl_011_org_120	Xavier University	Q1849843	
dbl_011_org_121	Xavier University	Q1849843	
dbl_011_org_122	State Farm Insurance	Q2007336	
dbl_011_org_123	State Farm Insurance	Q2007336	
dbl_011_org_124	State Farm Insurance	Q2007336	
dbl_011_org_125	State Farm Insurance	Q2007336	
dbl_011_org_126	State Farm Insurance	Q2007336	
dbl_011_org_127	State Farm Insurance	Q2007336	
dbl_011_org_128	State Farm Insurance	Q2007336	
dbl_011_org_129	State Farm Insurance	Q2007336	
dbl_011_org_130	William Jewett Tucker Foundation	Q105660312	
dbl_011_org_131	Dartmouth College	Q49116	
dbl_011_org_132	Hundred Black Men of Metro Lake Charles		
dbl_011_org_133	Dartmouth College	Q49116	
dbl_011_org_134	Dartmouth College	Q49116	
dbl_011_org_135	Dartmouth College	Q49116	
dbl_011_org_136	Dartmouth College	Q49116	
